Word,Valence,ValenceCategory,Arousal,ArousalCategory,CategoryIndex
acceptance,0.45999999999999996,M,-0.17500000000000004,L,3
access,0.41999999999999993,M,0.07499999999999996,M,4
accessible,0.41999999999999993,M,-0.44999999999999996,L,3
accessory,0.08749999999999991,M,-0.19500000000000006,L,3
accident,-0.6125,L,-0.01750000000000007,M,1
accidental,-0.385,L,-0.25,L,0
acclaim,0.2749999999999999,M,-0.26249999999999996,L,3
accommodate,0.3374999999999999,M,-0.5,L,3
accommodation,0.43999999999999995,M,-0.07000000000000006,M,4
accompany,0.11749999999999994,M,-0.2875,L,3
accomplice,-0.10000000000000009,L,-0.125,M,1
accomplish,0.6125,H,0.040000000000000036,M,7
accomplishment,0.7625000000000002,H,-0.010000000000000009,M,7
accord,0.345,M,-0.5375,L,3
accordion,0.06499999999999995,M,-0.515,L,3
account,0.09749999999999992,M,-0.31000000000000005,L,3
accountability,-0.02750000000000008,L,-0.32499999999999996,L,0
accountable,0.17500000000000004,M,-0.19999999999999996,L,3
accountant,0.0475000000000001,M,-0.2975,L,3
accounting,-0.14500000000000002,L,-0.32999999999999996,L,0
accumulate,0.3325,M,-0.5675,L,3
accuracy,0.33000000000000007,M,-0.4175,L,3
accurate,0.605,H,-0.1625000000000001,L,6
accursed,-0.4475,L,0.08250000000000002,M,1
accusation,-0.405,L,0.1200000000000001,M,1
accuse,-0.58,L,0.08000000000000007,M,1
ace,0.3425,M,-0.09000000000000008,M,4
acetylene,-0.22249999999999992,L,-0.3325,L,0
ache,-0.4325,L,-0.17500000000000004,L,0
achieve,0.6875,H,-0.07499999999999996,M,7
achievement,0.5700000000000001,H,0.14250000000000007,M,7
achy,-0.4625,L,-0.1299999999999999,M,1
acid,-0.43500000000000005,L,-0.05750000000000011,M,1
acknowledge,0.35749999999999993,M,-0.43500000000000005,L,3
acknowledgement,0.38250000000000006,M,-0.42500000000000004,L,3
acne,-0.705,L,-0.13250000000000006,M,1
acorn,0.2124999999999999,M,-0.14500000000000002,L,3
acoustic,0.5249999999999999,M,-0.25,L,3
acoustics,0.3325,M,-0.4525,L,3
acquaintance,0.14500000000000002,M,-0.43999999999999995,L,3
acquire,0.125,M,-0.03499999999999992,M,4
acquisition,0.0,M,-0.15999999999999992,L,3
acquit,0.1499999999999999,M,-0.1100000000000001,M,4
acquittal,0.2975000000000001,M,-0.012499999999999956,M,4
acre,0.13250000000000006,M,-0.5675,L,3
acreage,0.0625,M,-0.31499999999999995,L,3
acrobat,0.25,M,-0.02499999999999991,M,4
acrylic,0.1299999999999999,M,-0.3175,L,3
act,0.15999999999999992,M,-0.2024999999999999,L,3
action,0.25,M,0.2975000000000001,M,4
action figure,0.29499999999999993,M,-0.08749999999999991,M,4
activate,0.17500000000000004,M,-0.30500000000000005,L,3
activation,0.2849999999999999,M,-0.37,L,3
active,0.36749999999999994,M,0.15500000000000003,M,4
activist,0.31000000000000005,M,0.06499999999999995,M,4
activity,0.3025,M,-0.03499999999999992,M,4
actor,0.2875000000000001,M,-0.1625000000000001,L,3
actress,0.10499999999999998,M,0.10749999999999993,M,4
actual,0.30499999999999994,M,-0.5625,L,3
actuality,0.10000000000000009,M,0.13749999999999996,M,4
acupuncture,-0.0475000000000001,L,-0.02499999999999991,M,1
acute,0.02499999999999991,M,0.022499999999999964,M,4
ad,-0.22249999999999992,L,-0.4175,L,0
adage,0.13749999999999996,M,-0.405,L,3
adamant,0.11250000000000004,M,0.18500000000000005,M,4
adapt,0.20999999999999996,M,-0.275,L,3
adaptation,0.20500000000000007,M,-0.36250000000000004,L,3
add,0.3075000000000001,M,-0.25,L,3
adder,-0.13749999999999996,L,-0.43999999999999995,L,0
addict,-0.535,L,0.08250000000000002,M,1
addicted,-0.5275,L,-0.05750000000000011,M,1
addiction,-0.37,L,-0.1299999999999999,M,1
addictive,-0.37,L,-0.04499999999999993,M,1
additional,0.2875000000000001,M,-0.34750000000000003,L,3
address,0.2775000000000001,M,-0.48750000000000004,L,3
adept,0.2849999999999999,M,-0.20750000000000002,L,3
adequate,-0.07499999999999996,L,-0.33999999999999997,L,0
adhere,0.04249999999999998,M,-0.37,L,3
adhesive,0.20999999999999996,M,-0.44999999999999996,L,3
Adidas,0.1924999999999999,M,-0.20500000000000007,L,3
adjacent,0.03750000000000009,M,-0.555,L,3
adjective,0.23750000000000004,M,-0.33999999999999997,L,3
adjoining,0.014999999999999902,M,-0.37,L,3
adjourn,0.125,M,-0.4625,L,3
adjust,0.18999999999999995,M,-0.5,L,3
adjuster,-0.1875,L,-0.375,L,0
adjustment,0.13250000000000006,M,-0.10250000000000004,M,4
admin,-0.15749999999999997,L,-0.33999999999999997,L,0
administer,-0.1499999999999999,L,-0.28500000000000003,L,0
administration,-0.13749999999999996,L,-0.4425,L,0
administrative,-0.05249999999999999,L,-0.4475,L,0
administrator,0.08000000000000007,M,-0.06499999999999995,M,4
admirable,0.5,M,-0.10749999999999993,M,4
admiral,-0.050000000000000044,L,-0.23750000000000004,L,0
admiralty,0.29000000000000004,M,-0.1825000000000001,L,3
admiration,0.645,H,0.1299999999999999,M,7
admire,0.5874999999999999,H,0.0,M,7
admired,0.5625,H,0.23750000000000004,M,7
admirer,0.5125,M,0.25,M,4
admissible,0.040000000000000036,M,-0.525,L,3
admission,0.22750000000000004,M,-0.3275,L,3
admit,0.1399999999999999,M,-0.4125,L,3
admittance,0.3225,M,-0.35,L,3
ado,-0.04499999999999993,L,-0.4175,L,0
adobe,0.0625,M,-0.27749999999999997,L,3
adolescence,0.25,M,0.02499999999999991,M,4
adolescent,0.09499999999999997,M,-0.19999999999999996,L,3
adopt,0.4750000000000001,M,-0.07250000000000001,M,4
adoption,0.41999999999999993,M,-0.04499999999999993,M,4
adoptive,0.16749999999999998,M,-0.1499999999999999,L,3
adorable,0.6000000000000001,H,-0.08499999999999996,M,7
adoration,0.36749999999999994,M,-0.15999999999999992,L,3
adore,0.5925,H,0.24,M,7
adoring,0.595,H,-0.03499999999999992,M,7
adrenalin,0.3325,M,0.012499999999999956,M,4
adrenaline,0.4025000000000001,M,0.23750000000000004,M,4
adrift,-0.15999999999999992,L,-0.4525,L,0
adult,0.2250000000000001,M,-0.15999999999999992,L,3
adulterer,-0.5575,L,0.16999999999999993,M,1
adultery,-0.5475,L,0.355,H,2
adulthood,0.012499999999999956,M,-0.17999999999999994,L,3
advance,0.2775000000000001,M,-0.09499999999999997,M,4
advanced,0.2849999999999999,M,-0.2925,L,3
advancement,0.6174999999999999,H,0.2024999999999999,M,7
advantage,0.4275,M,-0.26249999999999996,L,3
advantageous,0.4475,M,0.17500000000000004,M,4
adventure,0.6000000000000001,H,0.3400000000000001,H,8
adventurer,0.5,M,0.0674999999999999,M,4
adventurous,0.5925,H,0.4175,H,8
adversary,-0.11250000000000004,L,-0.14749999999999996,L,0
adverse,-0.32999999999999996,L,-0.27749999999999997,L,0
adversity,-0.18500000000000005,L,-0.29500000000000004,L,0
advertise,0.040000000000000036,M,-0.1775,L,3
advertisement,-0.17500000000000004,L,-0.21500000000000008,L,0
advertising,-0.08000000000000007,L,-0.4375,L,0
advice,0.19500000000000006,M,-0.48750000000000004,L,3
advisable,0.15500000000000003,M,-0.15999999999999992,L,3
advise,0.1100000000000001,M,-0.405,L,3
advisement,-0.11250000000000004,L,-0.24,L,0
adviser,0.16999999999999993,M,-0.41000000000000003,L,3
advisor,-0.06499999999999995,L,-0.4525,L,0
advisory,-0.012499999999999956,L,-0.23750000000000004,L,0
advocate,0.0625,M,-0.10250000000000004,M,4
aerial,0.26,M,-0.3325,L,3
aerobics,0.25,M,0.02499999999999991,M,4
aerodynamic,0.29000000000000004,M,-0.16749999999999998,L,3
aerospace,0.1975,M,-0.1200000000000001,M,4
aesthetic,0.10749999999999993,M,-0.53,L,3
affair,-0.475,L,0.10000000000000009,M,1
affect,0.1625000000000001,M,-0.34750000000000003,L,3
affection,0.7224999999999999,H,0.15999999999999992,M,7
affectionate,0.5575000000000001,H,-0.05750000000000011,M,7
affidavit,-0.15500000000000003,L,-0.3175,L,0
affiliation,0.08000000000000007,M,-0.275,L,3
affinity,0.21500000000000008,M,-0.1775,L,3
affirmation,0.23750000000000004,M,-0.26249999999999996,L,3
affirmative,0.2350000000000001,M,-0.33999999999999997,L,3
affliction,-0.31000000000000005,L,0.02499999999999991,M,1
afford,0.3899999999999999,M,-0.16749999999999998,L,3
affordable,0.6299999999999999,H,-0.22249999999999992,L,6
affront,-0.11749999999999994,L,-0.125,M,1
afire,0.26249999999999996,M,0.10250000000000004,M,4
afloat,0.14250000000000007,M,-0.21750000000000003,L,3
aforementioned,0.05249999999999999,M,-0.375,L,3
afraid,-0.6875,L,0.030000000000000027,M,1
african,0.355,M,-0.22249999999999992,L,3
afterlife,0.13250000000000006,M,-0.16999999999999993,L,3
aftermath,-0.1775,L,0.09499999999999997,M,1
afternoon,0.41999999999999993,M,-0.38,L,3
aftershave,0.13749999999999996,M,-0.375,L,3
age,0.19500000000000006,M,-0.3225,L,3
agency,0.03499999999999992,M,-0.4575,L,3
agenda,0.012499999999999956,M,-0.345,L,3
agent,0.05750000000000011,M,-0.39249999999999996,L,3
aggravate,-0.6125,L,0.2250000000000001,M,1
aggravation,-0.63,L,0.08749999999999991,M,1
aggression,-0.45499999999999996,L,0.1725000000000001,M,1
aggressive,-0.48,L,0.21750000000000003,M,1
aggressiveness,-0.355,L,0.35749999999999993,H,2
aggressor,-0.55,L,0.38749999999999996,H,2
agile,0.23750000000000004,M,-0.012499999999999956,M,4
agility,0.38749999999999996,M,-0.1975,L,3
aging,-0.5,L,-0.30000000000000004,L,0
agitate,-0.41000000000000003,L,0.20500000000000007,M,1
agitation,-0.54,L,-0.0625,M,1
aglow,0.20999999999999996,M,-0.04249999999999998,M,4
agonizing,-0.58,L,0.4275,H,2
agony,-0.635,L,0.19500000000000006,M,1
agree,0.5425,H,-0.345,L,6
agreeable,0.4750000000000001,M,-0.36250000000000004,L,3
agreement,0.4375,M,-0.23750000000000004,L,3
agricultural,0.125,M,-0.36250000000000004,L,3
agriculture,0.2749999999999999,M,-0.48750000000000004,L,3
ahoy,0.14500000000000002,M,-0.26249999999999996,L,3
aid,0.3225,M,-0.11250000000000004,M,4
aide,0.1499999999999999,M,-0.25,L,3
aids,-0.37,L,-0.3125,L,0
AIDS,-0.9175,L,0.0,M,1
ailing,-0.5125,L,-0.1200000000000001,M,1
ailment,-0.5,L,-0.32999999999999996,L,0
aim,0.23750000000000004,M,-0.25,L,3
air,0.4275,M,-0.4375,L,3
airbag,0.10000000000000009,M,-0.33999999999999997,L,3
airborne,0.0625,M,-0.37,L,3
aircraft,0.32499999999999996,M,-0.03499999999999992,M,4
aircraft carrier,0.0625,M,-0.09000000000000008,M,4
airfield,0.18500000000000005,M,-0.15500000000000003,L,3
airhead,-0.2250000000000001,L,-0.17500000000000004,L,0
airline,0.09000000000000008,M,-0.21999999999999997,L,3
airliner,0.26249999999999996,M,-0.25,L,3
airlock,-0.03750000000000009,L,-0.1924999999999999,L,0
airplane,0.0625,M,0.15500000000000003,M,4
airport,0.25,M,0.125,M,4
airship,0.15749999999999997,M,-0.030000000000000027,M,4
airspace,0.125,M,-0.1499999999999999,L,3
airspeed,-0.012499999999999956,L,-0.16749999999999998,L,0
airstrip,-0.06000000000000005,L,-0.2925,L,0
airtight,0.02499999999999991,M,-0.42500000000000004,L,3
airway,-0.012499999999999956,L,-0.25,L,0
aisle,0.04249999999999998,M,-0.625,L,3
ajar,0.0,M,-0.43500000000000005,L,3
aka,-0.09250000000000003,L,-0.40249999999999997,L,0
alabaster,0.125,M,-0.26249999999999996,L,3
alarm,-0.28500000000000003,L,0.4624999999999999,H,2
alarm clock,-0.38249999999999995,L,0.09000000000000008,M,1
alarming,-0.37,L,0.375,H,2
albatross,0.16999999999999993,M,-0.47750000000000004,L,3
albino,-0.02499999999999991,L,-0.47750000000000004,L,0
album,0.2975000000000001,M,0.15749999999999997,M,4
alcohol,-0.22249999999999992,L,0.04249999999999998,M,1
alcoholic,-0.6275,L,0.1200000000000001,M,1
alcoholism,-0.75,L,0.0,M,1
alcove,0.125,M,-0.42000000000000004,L,3
alderman,-0.1399999999999999,L,-0.48750000000000004,L,0
ale,0.23750000000000004,M,-0.2250000000000001,L,3
alert,0.09499999999999997,M,0.03499999999999992,M,4
alfalfa,-0.05249999999999999,L,-0.3325,L,0
algebra,0.10000000000000009,M,-0.10000000000000009,M,4
algorithm,0.07499999999999996,M,-0.32499999999999996,L,3
alias,0.0,M,-0.07250000000000001,M,4
alibi,-0.20999999999999996,L,-0.125,M,1
alien,-0.13749999999999996,L,-0.03499999999999992,M,1
alienate,-0.5525,L,-0.1825000000000001,L,0
alienation,-0.6175,L,0.03499999999999992,M,1
alight,0.16749999999999998,M,-0.28500000000000003,L,3
align,0.23750000000000004,M,-0.42000000000000004,L,3
alignment,0.25,M,-0.27,L,3
alimony,-0.28500000000000003,L,-0.47750000000000004,L,0
alive,0.39250000000000007,M,0.23249999999999993,M,4
allegation,-0.43500000000000005,L,0.2250000000000001,M,1
alleged,-0.345,L,0.022499999999999964,M,1
allegiance,0.19999999999999996,M,0.04249999999999998,M,4
allegro,0.0,M,-0.27749999999999997,L,3
allergic,-0.5,L,0.10000000000000009,M,1
allergy,-0.525,L,-0.275,L,0
alleviate,0.3125,M,-0.38749999999999996,L,3
alley,-0.20750000000000002,L,-0.22999999999999998,L,0
alleyway,-0.385,L,-0.32499999999999996,L,0
alliance,0.2849999999999999,M,-0.1499999999999999,L,3
allied,0.23750000000000004,M,-0.405,L,3
alligator,-0.1924999999999999,L,0.09000000000000008,M,1
allow,0.3474999999999999,M,-0.5125,L,3
allowance,0.43500000000000005,M,-0.23750000000000004,L,3
alloy,0.050000000000000044,M,-0.42000000000000004,L,3
allure,0.4750000000000001,M,-0.1875,L,3
alluring,0.43500000000000005,M,-0.1625000000000001,L,3
ally,0.26249999999999996,M,-0.050000000000000044,M,4
almanac,0.13749999999999996,M,-0.43999999999999995,L,3
almighty,0.2875000000000001,M,-0.10250000000000004,M,4
almond,0.26249999999999996,M,-0.5275,L,3
aloha,0.5249999999999999,M,-0.29500000000000004,L,3
alone,-0.2875,L,-0.25,L,0
aloof,-0.10250000000000004,L,-0.47750000000000004,L,0
alpha,0.125,M,-0.3325,L,3
alphabet,0.23750000000000004,M,-0.4625,L,3
alphabetical,0.33000000000000007,M,-0.5,L,3
alpine,0.20999999999999996,M,-0.37,L,3
altar,0.14749999999999996,M,-0.23750000000000004,L,3
altar boy,-0.06000000000000005,L,-0.47250000000000003,L,0
alter,-0.10749999999999993,L,-0.20750000000000002,L,0
alteration,0.012499999999999956,M,-0.23750000000000004,L,3
altercation,-0.34750000000000003,L,0.15500000000000003,M,1
alternate,0.03750000000000009,M,-0.38,L,3
alternating,0.09250000000000003,M,-0.1825000000000001,L,3
alternative,0.08250000000000002,M,-0.34750000000000003,L,3
altimeter,-0.125,L,-0.34750000000000003,L,0
altitude,0.0674999999999999,M,-0.2124999999999999,L,3
aluminum,0.02499999999999991,M,-0.23750000000000004,L,3
alumnus,-0.012499999999999956,L,-0.4425,L,0
alzheimers,-0.685,L,-0.125,M,1
amaretto,0.25,M,-0.24,L,3
amateur,-0.10499999999999998,L,-0.36250000000000004,L,0
amaze,0.56,H,0.0,M,7
amazed,0.6375,H,0.23750000000000004,M,7
amazement,0.5725,H,0.32499999999999996,M,7
amazing,0.6799999999999999,H,0.26249999999999996,M,7
ambassador,0.125,M,-0.27249999999999996,L,3
amber,0.2875000000000001,M,-0.41000000000000003,L,3
ambience,0.3374999999999999,M,-0.2875,L,3
ambient,0.3325,M,-0.44999999999999996,L,3
ambiguous,0.040000000000000036,M,-0.25,L,3
ambition,0.5700000000000001,H,-0.03499999999999992,M,7
ambitious,0.3325,M,0.18999999999999995,M,4
ambrosia,0.23750000000000004,M,-0.23750000000000004,L,3
ambulance,-0.3225,L,0.08250000000000002,M,1
ambush,-0.4575,L,0.14500000000000002,M,1
amend,0.2124999999999999,M,-0.485,L,3
amendment,0.1499999999999999,M,-0.375,L,3
amends,0.41999999999999993,M,-0.26249999999999996,L,3
amiable,0.42500000000000004,M,-0.5375,L,3
amino,-0.13749999999999996,L,-0.2925,L,0
ammo,-0.20500000000000007,L,0.13250000000000006,M,1
ammonia,-0.31499999999999995,L,-0.5,L,0
ammonium,-0.2350000000000001,L,-0.15749999999999997,L,0
ammunition,-0.10250000000000004,L,0.17500000000000004,M,1
amnesia,-0.39249999999999996,L,0.010000000000000009,M,1
amnesty,0.09499999999999997,M,-0.28500000000000003,L,3
amorous,0.23750000000000004,M,-0.1975,L,3
amount,0.10499999999999998,M,-0.36750000000000005,L,3
amour,0.35749999999999993,M,0.10749999999999993,M,4
amp,0.1975,M,0.012499999999999956,M,4
amphibian,0.10000000000000009,M,-0.4125,L,3
amphibious,0.1875,M,0.17500000000000004,M,4
ample,0.22249999999999992,M,-0.43000000000000005,L,3
amputate,-0.725,L,0.10749999999999993,M,1
amputation,-0.79,L,-0.03499999999999992,M,1
amuck,-0.25,L,-0.14749999999999996,L,0
amulet,0.1875,M,-0.26249999999999996,L,3
amuse,0.5249999999999999,M,0.04249999999999998,M,4
amused,0.5125,M,-0.1825000000000001,L,3
amusement,0.5,M,-0.04499999999999993,M,4
amusing,0.6499999999999999,H,0.04499999999999993,M,7
anaconda,-0.14250000000000007,L,0.25,M,1
anagram,-0.15749999999999997,L,-0.28500000000000003,L,0
anal,-0.25,L,-0.1775,L,0
analogy,0.06000000000000005,M,-0.26249999999999996,L,3
analysis,0.0625,M,-0.31499999999999995,L,3
analyst,0.0,M,-0.43999999999999995,L,3
analytical,0.25,M,-0.21750000000000003,L,3
analyze,0.1625000000000001,M,-0.2250000000000001,L,3
analyzer,-0.09499999999999997,L,-0.38,L,0
anaphylactic,-0.25,L,0.14250000000000007,M,1
anarchist,-0.56,L,-0.20999999999999996,L,0
anarchy,-0.32999999999999996,L,-0.03499999999999992,M,1
anatomy,0.3225,M,-0.14250000000000007,L,3
ancestor,0.3425,M,-0.3175,L,3
ancestral,0.3999999999999999,M,-0.35,L,3
ancestry,0.3225,M,-0.3225,L,3
anchor,0.040000000000000036,M,-0.42000000000000004,L,3
anchorage,0.022499999999999964,M,-0.29500000000000004,L,3
ancient,0.56,H,-0.38,L,6
android,0.15500000000000003,M,-0.375,L,3
anecdote,0.15500000000000003,M,-0.08749999999999991,M,4
anemia,-0.48750000000000004,L,-0.22750000000000004,L,0
anemic,-0.38749999999999996,L,-0.38749999999999996,L,0
anesthesia,-0.040000000000000036,L,-0.33999999999999997,L,0
anesthesiologist,-0.012499999999999956,L,-0.36,L,0
anesthetic,0.1200000000000001,M,-0.4425,L,3
aneurysm,-0.625,L,0.09499999999999997,M,1
angel,0.6775,H,-0.18999999999999995,L,6
angelic,0.41999999999999993,M,-0.1825000000000001,L,3
anger,-0.625,L,0.23249999999999993,M,1
angina,-0.5375,L,-0.07000000000000006,M,1
angiogram,-0.2024999999999999,L,-0.34750000000000003,L,0
angle,-0.11250000000000004,L,-0.44499999999999995,L,0
angora,0.15749999999999997,M,-0.5125,L,3
angry,-0.6175,L,0.30000000000000004,M,1
angst,-0.375,L,0.18999999999999995,M,1
anguish,-0.46499999999999997,L,0.10250000000000004,M,1
anguished,-0.555,L,-0.05249999999999999,M,1
animal,0.5149999999999999,M,-0.17500000000000004,L,3
animated,0.4125000000000001,M,0.1924999999999999,M,4
animation,0.355,M,0.1299999999999999,M,4
animosity,-0.4,L,0.20750000000000002,M,1
ankle,0.10000000000000009,M,-0.47250000000000003,L,3
anklet,-0.0625,L,-0.35750000000000004,L,0
annals,-0.050000000000000044,L,-0.6,L,0
annex,-0.14749999999999996,L,-0.25,L,0
annihilate,-0.4625,L,0.3600000000000001,H,2
annihilation,-0.605,L,0.1299999999999999,M,1
anniversary,0.48750000000000004,M,-0.25,L,3
announce,0.1299999999999999,M,-0.3375,L,3
announcement,0.2024999999999999,M,-0.17500000000000004,L,3
announcer,0.20999999999999996,M,-0.125,M,4
annoy,-0.6275,L,0.010000000000000009,M,1
annoyance,-0.5125,L,-0.2250000000000001,L,0
annoyed,-0.55,L,0.07250000000000001,M,1
annoying,-0.5,L,0.13749999999999996,M,1
annual,0.0475000000000001,M,-0.32499999999999996,L,3
annul,-0.2925,L,-0.1924999999999999,L,0
annulment,-0.23750000000000004,L,-0.21500000000000008,L,0
anointed,-0.05249999999999999,L,-0.42000000000000004,L,0
anomaly,-0.040000000000000036,L,-0.1875,L,0
anonymity,-0.0475000000000001,L,-0.4275,L,0
anonymous,0.1875,M,-0.21750000000000003,L,3
anorexic,-0.5725,L,-0.18999999999999995,L,0
answer,0.2749999999999999,M,-0.25,L,3
ant,-0.275,L,-0.4325,L,0
antagonistic,-0.16999999999999993,L,-0.22249999999999992,L,0
antagonize,-0.4625,L,-0.012499999999999956,M,1
antelope,0.16999999999999993,M,-0.135,M,4
antenna,0.10749999999999993,M,-0.4625,L,3
anterior,-0.02750000000000008,L,-0.41000000000000003,L,0
anthem,0.23750000000000004,M,-0.1299999999999999,M,4
anthill,-0.16999999999999993,L,-0.09250000000000003,M,1
anthrax,-0.67,L,-0.07000000000000006,M,1
anthropological,0.13250000000000006,M,-0.29500000000000004,L,3
anthropologist,0.17500000000000004,M,-0.4325,L,3
anthropology,0.07499999999999996,M,-0.5225,L,3
anti,-0.13250000000000006,L,-0.1924999999999999,L,0
antiaircraft,-0.03750000000000009,L,-0.10000000000000009,M,1
antibiotic,0.21999999999999997,M,-0.23750000000000004,L,3
antibiotics,0.012499999999999956,M,-0.23750000000000004,L,3
antichrist,-0.66,L,0.14500000000000002,M,1
anticipate,0.25,M,0.17500000000000004,M,4
anticipation,0.06499999999999995,M,0.09749999999999992,M,4
antics,-0.26249999999999996,L,0.02499999999999991,M,1
antidote,0.38749999999999996,M,-0.43999999999999995,L,3
antigravity,0.18500000000000005,M,0.02499999999999991,M,4
antiquated,0.0,M,-0.012499999999999956,M,4
antique,0.375,M,-0.25,L,3
antiques,0.4075,M,-0.32999999999999996,L,3
antiseptic,-0.10749999999999993,L,-0.4625,L,0
antisocial,-0.4475,L,0.08000000000000007,M,1
antsy,-0.15999999999999992,L,0.05750000000000011,M,1
anus,-0.525,L,-0.15250000000000008,L,0
anvil,0.012499999999999956,M,-0.1499999999999999,L,3
anxiety,-0.655,L,-0.05499999999999994,M,1
anxious,-0.30000000000000004,L,0.30000000000000004,M,1
anytime,0.2024999999999999,M,-0.10000000000000009,M,4
aorta,-0.1625000000000001,L,-0.33999999999999997,L,0
aortic,-0.1875,L,-0.375,L,0
apache,0.050000000000000044,M,-0.32499999999999996,L,3
apartment,0.17999999999999994,M,-0.30000000000000004,L,3
apartments,0.0,M,-0.43000000000000005,L,3
apathy,-0.32999999999999996,L,-0.30000000000000004,L,0
ape,0.05249999999999999,M,-0.1875,L,3
apex,0.1299999999999999,M,-0.38,L,3
aphrodisiac,0.35749999999999993,M,0.24,M,4
apocalypse,-0.43999999999999995,L,0.010000000000000009,M,1
apologetic,0.4125000000000001,M,-0.25,L,3
apologize,-0.014999999999999902,L,-0.37,L,0
apology,0.31000000000000005,M,-0.25,L,3
apostle,0.125,M,-0.15500000000000003,L,3
apothecary,0.1200000000000001,M,-0.1924999999999999,L,3
appalled,-0.345,L,-0.022499999999999964,M,1
appalling,-0.5125,L,0.125,M,1
apparatus,0.125,M,-0.25,L,3
apparel,0.09499999999999997,M,-0.17500000000000004,L,3
apparent,-0.010000000000000009,L,-0.4525,L,0
apparition,-0.03750000000000009,L,-0.04499999999999993,M,1
appeal,0.32499999999999996,M,-0.35750000000000004,L,3
appear,0.0625,M,-0.43999999999999995,L,3
appearance,0.2849999999999999,M,-0.10749999999999993,M,4
appease,0.23750000000000004,M,-0.36250000000000004,L,3
appendage,-0.1924999999999999,L,-0.1625000000000001,L,0
appendectomy,-0.5125,L,0.2849999999999999,M,1
appendicitis,-0.7849999999999999,L,0.030000000000000027,M,1
appendix,-0.0475000000000001,L,-0.52,L,0
appetite,0.3075000000000001,M,0.09250000000000003,M,4
appetizer,0.5725,H,-0.1200000000000001,M,7
appetizing,0.5,M,-0.04499999999999993,M,4
applaud,0.42500000000000004,M,0.012499999999999956,M,4
applause,0.53,H,0.09499999999999997,M,7
apple,0.405,M,-0.37,L,3
apple juice,0.575,H,-0.44999999999999996,L,6
applejack,0.1975,M,-0.30000000000000004,L,3
applesauce,0.4750000000000001,M,-0.555,L,3
appliance,0.03750000000000009,M,-0.54,L,3
applicant,-0.022499999999999964,L,-0.26,L,0
application,0.012499999999999956,M,-0.1200000000000001,M,4
apply,0.040000000000000036,M,-0.43999999999999995,L,3
appoint,0.23750000000000004,M,-0.1875,L,3
appointment,-0.14250000000000007,L,-0.050000000000000044,M,1
